---Collected Data after WordsCount---
Word: beings -> Occurrence: 2
Word: exist -> Occurrence: 1
Word: teachings -> Occurrence: 1
Word: knownay -> Occurrence: 1
Word: himone -> Occurrence: 1
Word: spared -> Occurrence: 3
Word: perish -> Occurrence: 2
Word: bee -> Occurrence: 1
Word: necromancy -> Occurrence: 1
Word: etymology -> Occurrence: 1
Word: divination -> Occurrence: 1
Word: elements -> Occurrence: 2
Word: meaner -> Occurrence: 2
Word: batthe -> Occurrence: 1
Word: fox -> Occurrence: 4
Word: vanish -> Occurrence: 1
Word: undertake -> Occurrence: 2
Word: consequence -> Occurrence: 1
Word: henceforward -> Occurrence: 1
Word: himwithout -> Occurrence: 1
Word: conscience -> Occurrence: 4
Word: arrow -> Occurrence: 1
Word: store -> Occurrence: 2
Word: overcoming -> Occurrence: 1
Word: touchso -> Occurrence: 1
Word: selfreliant -> Occurrence: 1
Word: stretched -> Occurrence: 3
Word: compact -> Occurrence: 1
Word: icy -> Occurrence: 1
Word: contend -> Occurrence: 1
Word: combinationa -> Occurrence: 1
Word: sources -> Occurrence: 2
Word: equally -> Occurrence: 2
Word: extend -> Occurrence: 1
Word: unfettered -> Occurrence: 1
Word: selfdevotion -> Occurrence: 1
Word: arrayed -> Occurrence: 3
Word: restrict -> Occurrence: 1
Word: deathnay -> Occurrence: 1
Word: beno -> Occurrence: 1
Word: controland -> Occurrence: 1
Word: secondly -> Occurrence: 2
Word: thingstradition -> Occurrence: 1
Word: superstitionare -> Occurrence: 1
Word: othersthough -> Occurrence: 1
Word: uson -> Occurrence: 1
Word: scientific -> Occurrence: 1
Word: matteroffact -> Occurrence: 1
Word: scouted -> Occurrence: 1
Word: greece -> Occurrence: 1
Word: rome -> Occurrence: 1
Word: flourish -> Occurrence: 4
Word: india -> Occurrence: 2
Word: chernosese -> Occurrence: 1
Word: berserker -> Occurrence: 1
Word: icelander -> Occurrence: 1
Word: devilbegotten -> Occurrence: 1
Word: hun -> Occurrence: 1
Word: slav -> Occurrence: 1
Word: fatten -> Occurrence: 1
Word: faculties -> Occurrence: 5
Word: strenuous -> Occurrence: 1
Word: pabulum -> Occurrence: 1
Word: diet -> Occurrence: 1
Word: throws -> Occurrence: 2
Word: reflect -> Occurrence: 1
Word: observe -> Occurrence: 1
Word: handwitness -> Occurrence: 1
Word: transform -> Occurrence: 1
Word: createthat -> Occurrence: 1
Word: dustas -> Occurrence: 1
Word: smallwe -> Occurrence: 1
Word: hairbreadth -> Occurrence: 1
Word: fused -> Occurrence: 1
Word: firesolder -> Occurrence: 1
Word: darkno -> Occurrence: 1
Word: galley -> Occurrence: 1
Word: cell -> Occurrence: 1
Word: lawswhy -> Occurrence: 1
Word: ceases -> Occurrence: 2
Word: whereas -> Occurrence: 1
Word: earthhome -> Occurrence: 1
Word: coffinhome -> Occurrence: 1
Word: hellhome -> Occurrence: 1
Word: slack -> Occurrence: 4
Word: afflict -> Occurrence: 1
Word: resolve -> Occurrence: 2
Word: cutoff -> Occurrence: 1
Word: giveth -> Occurrence: 1
Word: habitation -> Occurrence: 2
Word: manthatwas -> Occurrence: 1
Word: confine -> Occurrence: 2
Word: arminius -> Occurrence: 2
Word: university -> Occurrence: 1
Word: cleverest -> Occurrence: 1
Word: bravest -> Occurrence: 1
Word: draculas -> Occurrence: 5
Word: scions -> Occurrence: 1
Word: coevals -> Occurrence: 1
Word: dealings -> Occurrence: 1
Word: scholomance -> Occurrence: 2
Word: hermanstadt -> Occurrence: 1
Word: claims -> Occurrence: 1
Word: tenth -> Occurrence: 1
Word: scholar -> Occurrence: 1
Word: ordog -> Occurrence: 1
Word: pokolsatan -> Occurrence: 1
Word: wampyr -> Occurrence: 1
Word: loins -> Occurrence: 1
Word: foulness -> Occurrence: 1
Word: dwell -> Occurrence: 1
Word: rooted -> Occurrence: 1
Word: steadily -> Occurrence: 2
Word: campaign -> Occurrence: 3
Word: inquiry -> Occurrence: 5
Word: ascertain -> Occurrence: 3
Word: pistolshot -> Occurrence: 1
Word: ricochetting -> Occurrence: 1
Word: idiotic -> Occurrence: 2
Word: sincerely -> Occurrence: 1
Word: damned -> Occurrence: 1
Word: evenings -> Occurrence: 1
Word: lair -> Occurrence: 4
Word: sterilise -> Occurrence: 6
Word: star -> Occurrence: 1
Word: lessen -> Occurrence: 1
Word: safetystrength -> Occurrence: 1
Word: safetythrough -> Occurrence: 1
Word: pill -> Occurrence: 1
Word: chivalrous -> Occurrence: 1
Word: discussion -> Occurrence: 5
Word: vote -> Occurrence: 1
Word: victim -> Occurrence: 4
Word: hindrance -> Occurrence: 1
Word: counsels -> Occurrence: 2
Word: manlike -> Occurrence: 1
Word: october -> Occurrence: 20
Word: mjust -> Occurrence: 1
Word: urgent -> Occurrence: 1
Word: messenger -> Occurrence: 3
Word: importunate -> Occurrence: 1
Word: especial -> Occurrence: 1
Word: unlike -> Occurrence: 1
Word: release -> Occurrence: 2
Word: arguments -> Occurrence: 2
Word: recovery -> Occurrence: 1
Word: adduced -> Occurrence: 1
Word: appeal -> Occurrence: 3
Word: oddness -> Occurrence: 1
Word: introducing -> Occurrence: 1
Word: equality -> Occurrence: 1
Word: introduction -> Occurrence: 1
Word: seconding -> Occurrence: 1
Word: windham -> Occurrence: 1
Word: inventor -> Occurrence: 1
Word: burnt -> Occurrence: 2
Word: punch -> Occurrence: 1
Word: patronised -> Occurrence: 1
Word: derby -> Occurrence: 1
Word: reception -> Occurrence: 1
Word: union -> Occurrence: 1
Word: precedent -> Occurrence: 1
Word: farreaching -> Occurrence: 1
Word: tropics -> Occurrence: 1
Word: stripes -> Occurrence: 2
Word: treaty -> Occurrence: 1
Word: engine -> Occurrence: 2
Word: enlargement -> Occurrence: 1
Word: monroe -> Occurrence: 1
Word: doctrine -> Occurrence: 1
Word: fable -> Occurrence: 1
Word: conventional -> Occurrence: 2
Word: prefix -> Occurrence: 1
Word: revolutionised -> Occurrence: 1
Word: therapeutics -> Occurrence: 1
Word: evolution -> Occurrence: 1
Word: brainmatter -> Occurrence: 1
Word: unfitting -> Occurrence: 1
Word: gentlemen -> Occurrence: 2
Word: nationality -> Occurrence: 1
Word: heredity -> Occurrence: 1
Word: fitted -> Occurrence: 2
Word: respective -> Occurrence: 1
Word: majority -> Occurrence: 1
Word: liberties -> Occurrence: 1
Word: humanitarian -> Occurrence: 1
Word: medicojurist -> Occurrence: 1
Word: scientist -> Occurrence: 1
Word: deem -> Occurrence: 3
Word: considered -> Occurrence: 3
Word: character -> Occurrence: 1
Word: liable -> Occurrence: 2
Word: improving -> Occurrence: 1
Word: apprehend -> Occurrence: 1
Word: onceherenowthis -> Occurrence: 1
Word: hourthis -> Occurrence: 1
Word: presses -> Occurrence: 1
Word: implied -> Occurrence: 1
Word: scytheman -> Occurrence: 1
Word: contract -> Occurrence: 1
Word: admirable -> Occurrence: 1
Word: practitioner -> Occurrence: 1
Word: scrutinised -> Occurrence: 1
Word: erred -> Occurrence: 1
Word: supposition -> Occurrence: 1
Word: brutally -> Occurrence: 2
Word: shift -> Occurrence: 1
Word: concessionboon -> Occurrence: 1
Word: highest -> Occurrence: 4
Word: approve -> Occurrence: 1
Word: sentiments -> Occurrence: 1
Word: animate -> Occurrence: 1
Word: gazing -> Occurrence: 1
Word: afterwardsfor -> Occurrence: 1
Word: equal -> Occurrence: 9
Word: mea -> Occurrence: 1
Word: prejudice -> Occurrence: 2
Word: minddr -> Occurrence: 1
Word: bethink -> Occurrence: 1
Word: impress -> Occurrence: 1
Word: reasonableness -> Occurrence: 1
Word: released -> Occurrence: 2
Word: defect -> Occurrence: 1
Word: wisest -> Occurrence: 1
Word: argument -> Occurrence: 2
Word: comically -> Occurrence: 1
Word: groundless -> Occurrence: 1
Word: imploringly -> Occurrence: 1
Word: petition -> Occurrence: 1
Word: excess -> Occurrence: 1
Word: militating -> Occurrence: 1
Word: demonstrative -> Occurrence: 1
Word: reflected -> Occurrence: 2
Word: unavailing -> Occurrence: 2
Word: previously -> Occurrence: 1
Word: constantly -> Occurrence: 2
Word: collapse -> Occurrence: 4
Word: acquiescence -> Occurrence: 4
Word: wringing -> Occurrence: 1
Word: plaintive -> Occurrence: 1
Word: supplication -> Occurrence: 1
Word: expressive -> Occurrence: 1
Word: deepest -> Occurrence: 1
Word: manacled -> Occurrence: 1
Word: legironed -> Occurrence: 1
Word: gaol -> Occurrence: 1
Word: heartof -> Occurrence: 1
Word: sacredby -> Occurrence: 1
Word: dearby -> Occurrence: 1
Word: lostby -> Occurrence: 1
Word: guilt -> Occurrence: 3
Word: wilder -> Occurrence: 2
Word: behave -> Occurrence: 1
Word: party -> Occurrence: 11
Word: wellbred -> Occurrence: 1
Word: justice -> Occurrence: 1
Word: convince -> Occurrence: 1
Word: xix -> Occurrence: 1
Word: foresight -> Occurrence: 1
Word: attempting -> Occurrence: 2
Word: bluff -> Occurrence: 1
Word: sanest -> Occurrence: 1
Word: indexy -> Occurrence: 1
Word: fads -> Occurrence: 1
Word: prayed -> Occurrence: 3
Word: rats -> Occurrence: 12
Word: respectable -> Occurrence: 2
Word: conjunction -> Occurrence: 1
Word: unnerve -> Occurrence: 1
Word: slipped -> Occurrence: 2
Word: sorting -> Occurrence: 1
Word: necks -> Occurrence: 1
Word: windpipes -> Occurrence: 1
Word: kindand -> Occurrence: 1
Word: breakable -> Occurrence: 1
Word: crushablehis -> Occurrence: 1
Word: amenable -> Occurrence: 2
Word: heartas -> Occurrence: 1
Word: himput -> Occurrence: 1
Word: neckhere -> Occurrence: 1
Word: withered -> Occurrence: 1
Word: blossomsfor -> Occurrence: 1
Word: enemies -> Occurrence: 4
Word: mundane -> Occurrence: 1
Word: revolver -> Occurrence: 3
Word: electric -> Occurrence: 3
Word: desecrate -> Occurrence: 1
Word: similarly -> Occurrence: 1
Word: equipped -> Occurrence: 3
Word: skeleton -> Occurrence: 2
Word: mechanical -> Occurrence: 1
Word: dexterity -> Occurrence: 1
Word: stead -> Occurrence: 1
Word: clang -> Occurrence: 1
Word: creaked -> Occurrence: 1
Word: shrank -> Occurrence: 1
Word: manus -> Occurrence: 1
Word: tuas -> Occurrence: 1
Word: domine -> Occurrence: 1
Word: attract -> Occurrence: 5
Word: opacity -> Occurrence: 1
Word: powerfully -> Occurrence: 2
Word: hobnails -> Occurrence: 1
Word: fluffy -> Occurrence: 1
Word: webs -> Occurrence: 1
Word: tattered -> Occurrence: 1
Word: rags -> Occurrence: 1
Word: partly -> Occurrence: 2
Word: timeyellowed -> Occurrence: 1
Word: label -> Occurrence: 1
Word: exposed -> Occurrence: 3
Word: admission -> Occurrence: 1
Word: turnings -> Occurrence: 1
Word: oaken -> Occurrence: 2
Word: ribbed -> Occurrence: 1
Word: file -> Occurrence: 1
Word: correspondence -> Occurrence: 1
Word: unpleasantness -> Occurrence: 1
Word: malodorous -> Occurrence: 1
Word: exhale -> Occurrence: 1
Word: gaps -> Occurrence: 1
Word: encountered -> Occurrence: 1
Word: quarters -> Occurrence: 1
Word: fasting -> Occurrence: 1
Word: gloated -> Occurrence: 1
Word: stagnant -> Occurrence: 1
Word: miasma -> Occurrence: 1
Word: fouler -> Occurrence: 1
Word: ills -> Occurrence: 1
Word: mortality -> Occurrence: 1
Word: pungent -> Occurrence: 1
Word: corrupt -> Occurrence: 1
Word: sickens -> Occurrence: 1
Word: exhaled -> Occurrence: 1
Word: loathsomeness -> Occurrence: 1
Word: stench -> Occurrence: 1
Word: enterprise -> Occurrence: 2
Word: involved -> Occurrence: 1
Word: involuntary -> Occurrence: 1
Word: shrinking -> Occurrence: 1
Word: loathsome -> Occurrence: 1
Word: cranny -> Occurrence: 1
Word: chests -> Occurrence: 2
Word: twentynine -> Occurrence: 1
Word: vaulted -> Occurrence: 1
Word: ridge -> Occurrence: 1
Word: phosphorescence -> Occurrence: 1
Word: twinkled -> Occurrence: 1
Word: emergency -> Occurrence: 2
Word: huge -> Occurrence: 3
Word: shrill -> Occurrence: 1
Word: yelping -> Occurrence: 1
Word: terriers -> Occurrence: 1
Word: vastly -> Occurrence: 1
Word: glittering -> Occurrence: 2
Word: baleful -> Occurrence: 1
Word: fireflies -> Occurrence: 1
Word: snarled -> Occurrence: 1
Word: lugubrious -> Occurrence: 1
Word: score -> Occurrence: 1
Word: departed -> Occurrence: 4
Word: frisked -> Occurrence: 2
Word: barked -> Occurrence: 1
Word: merrily -> Occurrence: 1
Word: darts -> Occurrence: 1
Word: vicious -> Occurrence: 1
Word: shakes -> Occurrence: 1
Word: purifying -> Occurrence: 1
Word: robe -> Occurrence: 1
Word: significance -> Occurrence: 3
Word: slacken -> Occurrence: 1
Word: whit -> Occurrence: 1
Word: untouched -> Occurrence: 1
Word: exhibit -> Occurrence: 1
Word: symptom -> Occurrence: 1
Word: rabbithunting -> Occurrence: 1
Word: summer -> Occurrence: 3
Word: emerged -> Occurrence: 1
Word: orthodox -> Occurrence: 1
Word: eminently -> Occurrence: 1
Word: firstand -> Occurrence: 1
Word: dangerousstep -> Occurrence: 1
Word: accomplished -> Occurrence: 2
Word: thereinto -> Occurrence: 1
Word: sights -> Occurrence: 1
Word: allowable -> Occurrence: 1
Word: particulari -> Occurrence: 2
Word: beasts -> Occurrence: 2
Word: pellmell -> Occurrence: 1
Word: monsterhe -> Occurrence: 1
Word: chess -> Occurrence: 1
Word: peril -> Occurrence: 6
Word: wards -> Occurrence: 1
Word: tiptoe -> Occurrence: 2
Word: deliberations -> Occurrence: 1
Word: nether -> Occurrence: 2
Word: doings -> Occurrence: 4
Word: overslept -> Occurrence: 1
Word: recognize -> Occurrence: 1
Word: complained -> Occurrence: 1
Word: twentyone -> Occurrence: 1
Word: removals -> Occurrence: 1
Word: simplify -> Occurrence: 1
Word: sooner -> Occurrence: 1
Word: octoberit -> Occurrence: 2
Word: occupy -> Occurrence: 1
Word: cautioned -> Occurrence: 1
Word: false -> Occurrence: 2
Word: consume -> Occurrence: 1
Word: obliquity -> Occurrence: 1
Word: interrupt -> Occurrence: 2
Word: appraise -> Occurrence: 1
Word: stool -> Occurrence: 2
Word: discontent -> Occurrence: 1
Word: assume -> Occurrence: 1
Word: reassuring -> Occurrence: 1
Word: damn -> Occurrence: 1
Word: thickheaded -> Occurrence: 1
Word: dutchmen -> Occurrence: 1
Word: implacable -> Occurrence: 1
Word: sullenness -> Occurrence: 1
Word: indifferent -> Occurrence: 2
Word: unspeakable -> Occurrence: 2
Word: pained -> Occurrence: 2
Word: weaken -> Occurrence: 1
Word: confer -> Occurrence: 2
Word: earthboxes -> Occurrence: 3
Word: fatigues -> Occurrence: 1
Word: relentlessly -> Occurrence: 1
Word: destined -> Occurrence: 1
Word: deplored -> Occurrence: 1
Word: morningi -> Occurrence: 2
Word: caused -> Occurrence: 3
Word: tearthe -> Occurrence: 1
Word: weepy -> Occurrence: 1
Word: lessons -> Occurrence: 1
Word: tumultuous -> Occurrence: 1
Word: imperceptible -> Occurrence: 1
Word: slowness -> Occurrence: 3
Word: sentience -> Occurrence: 1
Word: digression -> Occurrence: 1
Word: lethargy -> Occurrence: 5
Word: creeping -> Occurrence: 2
Word: stealing -> Occurrence: 2
Word: passionate -> Occurrence: 1
Word: typical -> Occurrence: 2
Word: gaslight -> Occurrence: 2
Word: spark -> Occurrence: 1
Word: thicker -> Occurrence: 5
Word: endured -> Occurrence: 4
Word: tricks -> Occurrence: 1
Word: conveniently -> Occurrence: 1
Word: smokeor -> Occurrence: 1
Word: boiling -> Occurrence: 1
Word: waterpouring -> Occurrence: 1
Word: joinings -> Occurrence: 1
Word: cloudy -> Occurrence: 1
Word: column -> Occurrence: 1
Word: nightguiding -> Occurrence: 1
Word: fascination -> Occurrence: 4
Word: divided -> Occurrence: 1
Word: wandering -> Occurrence: 2
Word: fainted -> Occurrence: 1
Word: unseat -> Occurrence: 1
Word: prescribe -> Occurrence: 1
Word: woven -> Occurrence: 1
Word: strive -> Occurrence: 3
Word: dose -> Occurrence: 1
Word: mlast -> Occurrence: 1
Word: spiritless -> Occurrence: 1
Word: dozing -> Occurrence: 1
Word: brighten -> Occurrence: 1
Word: aloof -> Occurrence: 1
Word: flirt -> Occurrence: 1
Word: depriving -> Occurrence: 1
Word: xx -> Occurrence: 1
Word: eveningi -> Occurrence: 1
Word: unhappily -> Occurrence: 2
Word: prospect -> Occurrence: 2
Word: beer -> Occurrence: 3
Word: debauch -> Occurrence: 1
Word: responsible -> Occurrence: 1
Word: saucer -> Occurrence: 2
Word: intelligent -> Occurrence: 1
Word: reliable -> Occurrence: 1
Word: workman -> Occurrence: 3
Word: headpiece -> Occurrence: 1
Word: dogseared -> Occurrence: 1
Word: receptacle -> Occurrence: 1
Word: hieroglyphical -> Occurrence: 1
Word: entries -> Occurrence: 1
Word: halfobliterated -> Occurrence: 1
Word: pencil -> Occurrence: 2
Word: destinations -> Occurrence: 1
Word: cartload -> Occurrence: 1
Word: chicksand -> Occurrence: 1
Word: jamaica -> Occurrence: 1
Word: lane -> Occurrence: 1
Word: bermondsey -> Occurrence: 4
Word: scatter -> Occurrence: 3
Word: refuges -> Occurrence: 1
Word: distribute -> Occurrence: 1
Word: systematic -> Occurrence: 1
Word: southern -> Occurrence: 1
Word: schemelet -> Occurrence: 1
Word: fashionable -> Occurrence: 1
Word: wery -> Occurrence: 1
Word: ansomei -> Occurrence: 1
Word: sovereignan -> Occurrence: 1
Word: bloxam -> Occurrence: 5
Word: ounds -> Occurrence: 1
Word: pinchers -> Occurrence: 1
Word: purfect -> Occurrence: 1
Word: amany -> Occurrence: 1
Word: jobs -> Occurrence: 1
Word: thinkin -> Occurrence: 2
Word: sam -> Occurrence: 6
Word: summut -> Occurrence: 1
Word: gulped -> Occurrence: 2
Word: akeepin -> Occurrence: 1
Word: maynt -> Occurrence: 1
Word: booze -> Occurrence: 2
Word: yed -> Occurrence: 1
Word: mornin -> Occurrence: 3
Word: ketch -> Occurrence: 1
Word: penny -> Occurrence: 1
Word: track -> Occurrence: 10
Word: doubly -> Occurrence: 1
Word: eveninga -> Occurrence: 1
Word: carpenters -> Occurrence: 1
Word: korkrans -> Occurrence: 1
Word: poters -> Occurrence: 2
Word: cort -> Occurrence: 1
Word: bartel -> Occurrence: 1
Word: depite -> Occurrence: 2
Word: tasks -> Occurrence: 2
Word: promising -> Occurrence: 2
Word: potters -> Occurrence: 2
Word: smollets -> Occurrence: 2
Word: spelling -> Occurrence: 3
Word: misled -> Occurrence: 2
Word: discovering -> Occurrence: 1
Word: corcorans -> Occurrence: 2
Word: lodginghouse -> Occurrence: 1
Word: dunno -> Occurrence: 1
Word: eard -> Occurrence: 1
Word: livin -> Occurrence: 1
Word: anywheres -> Occurrence: 1
Word: depity -> Occurrence: 1
Word: phonetic -> Occurrence: 1
Word: halfcrown -> Occurrence: 1
Word: tip -> Occurrence: 1
Word: deputys -> Occurrence: 1
Word: poplar -> Occurrence: 2
Word: newfangled -> Occurrence: 2
Word: wareus -> Occurrence: 2
Word: satisfactory -> Occurrence: 1
Word: coffeeshop -> Occurrence: 1
Word: storage -> Occurrence: 1
Word: suited -> Occurrence: 1
Word: surly -> Occurrence: 1
Word: gatekeeper -> Occurrence: 1
Word: surlier -> Occurrence: 1
Word: foreman -> Occurrence: 2
Word: appeased -> Occurrence: 3
Word: coin -> Occurrence: 1
Word: wages -> Occurrence: 1
Word: smart -> Occurrence: 1
Word: journeys -> Occurrence: 1
Word: boxesmain -> Occurrence: 1
Word: oneswith -> Occurrence: 1
Word: hired -> Occurrence: 2
Word: forgits -> Occurrence: 1
Word: somethink -> Occurrence: 1
Word: dustiness -> Occurrence: 1
Word: tooked -> Occurrence: 1
Word: awaitin -> Occurrence: 1
Word: elped -> Occurrence: 2
Word: dray -> Occurrence: 1
Word: strongest -> Occurrence: 1
Word: feller -> Occurrence: 1
Word: shadder -> Occurrence: 1
Word: thrilled -> Occurrence: 1
Word: apuffin -> Occurrence: 1
Word: ablowin -> Occurrence: 1
Word: upend -> Occurrence: 1
Word: anyhowan -> Occurrence: 1
Word: rung -> Occurrence: 1
Word: yus -> Occurrence: 2
Word: load -> Occurrence: 1
Word: nothink -> Occurrence: 1
Word: gent -> Occurrence: 2
Word: druv -> Occurrence: 1
Word: timebut -> Occurrence: 1
Word: igh -> Occurrence: 2
Word: un -> Occurrence: 1
Word: avin -> Occurrence: 1
Word: loafers -> Occurrence: 1
Word: earn -> Occurrence: 1
Word: copper -> Occurrence: 1
Word: shillins -> Occurrence: 1
Word: cussin -> Occurrence: 1
Word: handle -> Occurrence: 3
Word: choosing -> Occurrence: 1
Word: unobserved -> Occurrence: 1
Word: circus -> Occurrence: 1
Word: discharged -> Occurrence: 2
Word: constitutional -> Occurrence: 1
Word: lairs -> Occurrence: 6
Word: untenanted -> Occurrence: 1
Word: encrusted -> Occurrence: 1
Word: framework -> Occurrence: 1
Word: mostly -> Occurrence: 2
Word: scaled -> Occurrence: 1
Word: noticeboard -> Occurrence: 3
Word: balcony -> Occurrence: 2
Word: uprights -> Occurrence: 1
Word: supported -> Occurrence: 1
Word: boards -> Occurrence: 1
Word: ownership -> Occurrence: 1
Word: investigation -> Occurrence: 1
Word: gaining -> Occurrence: 1
Word: access -> Occurrence: 1
Word: mews -> Occurrence: 2
Word: active -> Occurrence: 7
Word: grooms -> Occurrence: 1
Word: helpers -> Occurrence: 1
Word: mitchell -> Occurrence: 5
Word: candy -> Occurrence: 5
Word: agents -> Occurrence: 2
Word: informant -> Occurrence: 1
Word: thanking -> Occurrence: 1
Word: sackville -> Occurrence: 1
Word: suave -> Occurrence: 1
Word: uncommunicative -> Occurrence: 1
Word: proportion -> Occurrence: 1
Word: housewhich -> Occurrence: 1
Word: mansionwas -> Occurrence: 1
Word: concluded -> Occurrence: 1
Word: purchased -> Occurrence: 2
Word: wider -> Occurrence: 1
Word: replying -> Occurrence: 2
Word: politeness -> Occurrence: 1
Word: laconic -> Occurrence: 2
Word: letting -> Occurrence: 3
Word: prig -> Occurrence: 1
Word: arguing -> Occurrence: 1
Word: guardian -> Occurrence: 1
Word: professional -> Occurrence: 1
Word: prompted -> Occurrence: 1
Word: complexion -> Occurrence: 1
Word: oblige -> Occurrence: 2
Word: renting -> Occurrence: 1
Word: chambers -> Occurrence: 2
Word: deviate -> Occurrence: 1
Word: arated -> Occurrence: 1
Word: bread -> Occurrence: 1
Word: gallant -> Occurrence: 3
Word: inquietude -> Occurrence: 1
Word: conferences -> Occurrence: 1
Word: reconciled -> Occurrence: 1
Word: repugnant -> Occurrence: 1
Word: accidental -> Occurrence: 1
Word: allusion -> Occurrence: 1
Word: shudders -> Occurrence: 1
Word: dinnerfollowed -> Occurrence: 1
Word: appearances -> Occurrence: 1
Word: ourselvesi -> Occurrence: 1
Word: affectionate -> Occurrence: 1
Word: detain -> Occurrence: 1
Word: ceasing -> Occurrence: 1
Word: final -> Occurrence: 4
Word: coup -> Occurrence: 1
Word: walled -> Occurrence: 1
Word: commit -> Occurrence: 1
Word: burglary -> Occurrence: 2
Word: duck -> Occurrence: 2
Word: godalmings -> Occurrence: 3
Word: contracted -> Occurrence: 1
Word: quinceys -> Occurrence: 4
Word: handunless -> Occurrence: 1
Word: basket -> Occurrence: 3
Word: advisable -> Occurrence: 1
Word: mitchells -> Occurrence: 1
Word: discussing -> Occurrence: 1
Word: bearings -> Occurrence: 1
Word: wrinkles -> Occurrence: 1
Word: mend -> Occurrence: 1
Word: octoberi -> Occurrence: 2
Word: afresh -> Occurrence: 3
Word: repulse -> Occurrence: 2
Word: destiny -> Occurrence: 1
Word: destinysubjectively -> Occurrence: 1
Word: weaknesses -> Occurrence: 1
Word: mortals -> Occurrence: 1
Word: improve -> Occurrence: 1
Word: waysuch -> Occurrence: 1
Word: malvolioas -> Occurrence: 1
Word: psychic -> Occurrence: 1
Word: typified -> Occurrence: 1
Word: butterfly -> Occurrence: 1
Word: analogy -> Occurrence: 2
Word: logically -> Occurrence: 2
Word: foiled -> Occurrence: 1
Word: seldom -> Occurrence: 1
Word: zophagy -> Occurrence: 1
Word: ineffably -> Occurrence: 1
Word: benign -> Occurrence: 1
Word: superiority -> Occurrence: 1
Word: arrogate -> Occurrence: 1
Word: attributes -> Occurrence: 1
Word: deity -> Occurrence: 1
Word: concerns -> Occurrence: 1
Word: purely -> Occurrence: 2
Word: terrestrial -> Occurrence: 1
Word: enoch -> Occurrence: 2
Word: spiritually -> Occurrence: 1
Word: poser -> Occurrence: 1
Word: enochs -> Occurrence: 1
Word: appositeness -> Occurrence: 1
Word: lowering -> Occurrence: 1
Word: harked -> Occurrence: 1
Word: disconcert -> Occurrence: 1
Word: relapsed -> Occurrence: 1
Word: windsweep -> Occurrence: 1
Word: friendsgood -> Occurrence: 1
Word: friendslike -> Occurrence: 1
Word: leer -> Occurrence: 1
Word: inexpressible -> Occurrence: 1
Word: cloudiness -> Occurrence: 1
Word: insanity -> Occurrence: 2
Word: antagonism -> Occurrence: 1
Word: refuge -> Occurrence: 3
Word: hea -> Occurrence: 1
Word: sulky -> Occurrence: 1
Word: ordinarily -> Occurrence: 1
Word: poring -> Occurrence: 1
Word: pose -> Occurrence: 1
Word: apologetic -> Occurrence: 1
Word: itto -> Occurrence: 1
Word: twittering -> Occurrence: 1
Word: miauing -> Occurrence: 1
Word: affect -> Occurrence: 2
Word: screwing -> Occurrence: 1
Word: tightly -> Occurrence: 1
Word: soaped -> Occurrence: 1
Word: pathetic -> Occurrence: 1
Word: childonly -> Occurrence: 1
Word: stubble -> Occurrence: 1
Word: undergoing -> Occurrence: 1
Word: interpreted -> Occurrence: 1
Word: orhe -> Occurrence: 1
Word: lapse -> Occurrence: 1
Word: distract -> Occurrence: 2
Word: mice -> Occurrence: 1
Word: deer -> Occurrence: 1
Word: chickenfeed -> Occurrence: 1
Word: larder -> Occurrence: 1
Word: molecules -> Occurrence: 1
Word: chopsticks -> Occurrence: 1
Word: lesser -> Occurrence: 1
Word: carnivora -> Occurrence: 1
Word: reflectively -> Occurrence: 1
Word: elephants -> Occurrence: 2
Word: desired -> Occurrence: 1
Word: obtained -> Occurrence: 1
Word: highhorse -> Occurrence: 1
Word: despondently -> Occurrence: 1
Word: plague -> Occurrence: 1
Word: apologetically -> Occurrence: 1
Word: irritable -> Occurrence: 1
Word: tolerate -> Occurrence: 1
Word: confined -> Occurrence: 3
Word: selfcontrol -> Occurrence: 1
Word: considerate -> Occurrence: 1
Word: ponder -> Occurrence: 1
Word: drinking -> Occurrence: 1
Word: burdened -> Occurrence: 1
Word: despises -> Occurrence: 1
Word: haunted -> Occurrence: 1
Word: acquire -> Occurrence: 1
Word: higher -> Occurrence: 3
Word: consequencethe -> Occurrence: 1
Word: afoot -> Occurrence: 1
Word: gaily -> Occurrence: 1
Word: buzz -> Occurrence: 1
Word: folding -> Occurrence: 1
Word: vendors -> Occurrence: 1
Word: executors -> Occurrence: 1
Word: archibald -> Occurrence: 1
Word: wintersuffield -> Occurrence: 1
Word: purchaser -> Occurrence: 1
Word: de -> Occurrence: 2
Word: ville -> Occurrence: 2
Word: effected -> Occurrence: 1
Word: paying -> Occurrence: 1
Word: counter -> Occurrence: 1
Word: vulgar -> Occurrence: 1
Word: studymrs -> Occurrence: 1
Word: bedwe -> Occurrence: 1
Word: discussed -> Occurrence: 3
Word: attempts -> Occurrence: 1
Word: discoveries -> Occurrence: 1
Word: respiration -> Occurrence: 1
Word: admitted -> Occurrence: 1
Word: dozed -> Occurrence: 1
Word: readiness -> Occurrence: 2
Word: imported -> Occurrence: 1
Word: weakest -> Occurrence: 2
Word: authorities -> Occurrence: 1
Word: physicians -> Occurrence: 1
Word: followers -> Occurrence: 1
Word: cures -> Occurrence: 1
Word: straitwaistcoats -> Occurrence: 1
Word: laterwe -> Occurrence: 1
Word: resumption -> Occurrence: 1
Word: bursting -> Occurrence: 2
